Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
5/2/2009,2009,Norwalk,246330,450000,Single Family,Detached House,3,3,904,1.025953,North
5/2/2009,2009,Greenwich,902440,1150000,Three Family,Triplex,6,6,2034,1.025953,North
5/2/2009,2009,Norwalk,384440,722500,Single Family,Detached House,3,1,1096,1.025953,South
5/3/2009,2009,Fairfield,1064840,1550000,Single Family,Detached House,3,2,1015,1.025953,West
5/3/2009,2009,Fairfield,278670,398000,Single Family,Detached House,3,2,1036,1.025953,East
5/4/2009,2009,Norwalk,325290,400000,Single Family,Detached House,3,1,1059,1.025953,West
5/4/2009,2009,Waterbury,105140,188000,Single Family,Detached House,3,3,1077,1.025953,West
5/4/2009,2009,Fairfield,333130,435000,Single Family,Detached House,3,1,1058,1.025953,North
5/4/2009,2009,Greenwich,1539440,1650000,Single Family,Detached House,3,2,1020,1.025953,South
5/7/2009,2009,Bridgeport,104580,226000,Single Family,Detached House,3,2,1078,1.025953,North
5/7/2009,2009,Greenwich,1247680,2650000,Single Family,Detached House,3,1,1093,1.025953,North
5/7/2009,2009,Fairfield,252490,357000,Single Family,Detached House,3,1,1111.658981,1.025953,West
5/7/2009,2009,Norwalk,186620,412000,Single Family,Detached House,3,1,1038,1.025953,North
5/7/2009,2009,Bridgeport,150640,307500,Three Family,Triplex,6,4,2180,1.025953,North
5/7/2009,2009,Waterbury,444584.207,180000,Single Family,Detached House,3,1,1055,1.025953,North
5/7/2009,2009,Unknown,205940,250000,Single Family,Detached House,3,3,1013,1.025953,South
5/8/2009,2009,Norwalk,444584.207,755000,Single Family,Detached House,3,2,996,1.025953,North
5/8/2009,2009,Bridgeport,108711,225000,Single Family,Detached House,3,1,1034,1.025953,North
5/9/2009,2009,Bridgeport,68320,137120,Two Family,Duplex,4,4,1343,1.025953,South
5/9/2009,2009,Norwalk,217980,439000,Single Family,Detached House,3,1,1026,1.025953,North
5/10/2009,2009,Waterbury,63280,145000,Single Family,Detached House,3,3,936,1.025953,East
5/11/2009,2009,Waterbury,76160,205000,Single Family,Detached House,3,2,1043,1.025953,West
5/11/2009,2009,Fairfield,965510,1262500,Single Family,Detached House,3,1,984,1.025953,East
5/11/2009,2009,Bridgeport,69623,280000,Single Family,Detached House,3,3,923,1.025953,West
5/11/2009,2009,Fairfield,668010,730000,Single Family,Detached House,3,1,1111.658981,1.025953,South
5/11/2009,2009,Bridgeport,444584.207,200000,Single Family,Detached House,3,2,1037,1.025953,West
5/14/2009,2009,Bridgeport,131670,190000,Single Family,Detached House,3,3,1099,1.025953,South
5/15/2009,2009,Greenwich,640150,407500,Single Family,Detached House,3,1,908,1.025953,North
5/15/2009,2009,Waterbury,79590,168000,Single Family,Detached House,3,3,1060,1.025953,North
5/15/2009,2009,Norwalk,169610,345500,Two Family,Duplex,4,4,1389,1.025953,North
5/15/2009,2009,Bridgeport,196980,478000,Single Family,Detached House,3,2,1100,1.025953,North
5/15/2009,2009,Greenwich,4893700,4000000,Single Family,Detached House,3,3,1049,1.025953,North
5/15/2009,2009,Norwalk,268730,530000,Single Family,Detached House,3,1,910,1.025953,West
5/16/2009,2009,Waterbury,68040,178000,Two Family,Duplex,4,2,1300,1.025953,North
5/16/2009,2009,Greenwich,1527540,2300000,Single Family,Detached House,3,1,1021,1.025953,West
5/16/2009,2009,Waterbury,69020,125000,Single Family,Triplex,6,5,1827,1.025953,West
5/17/2009,2009,Waterbury,84700,174900,Single Family,Detached House,3,3,951,1.025953,West
5/17/2009,2009,Greenwich,434560,784000,Three Family,Triplex,6,4,1991,1.025953,North
5/17/2009,2009,Bridgeport,150010,315000,Two Family,Duplex,4,3,1469,1.025953,East
5/18/2009,2009,Fairfield,617820,575000,Single Family,Detached House,3,2,926,1.025953,West
5/18/2009,2009,Norwalk,262010,500000,Single Family,Detached House,3,3,1046,1.025953,West
5/18/2009,2009,Waterbury,58450,159000,Single Family,Detached House,3,2,965,1.025953,East
5/18/2009,2009,Waterbury,70140,179000,Two Family,Duplex,4,2,1296,1.025953,South
5/18/2009,2009,Unknown,171290,365000,Single Family,Detached House,3,1,1015,1.025953,East
5/18/2009,2009,Fairfield,737590,1020000,Single Family,Detached House,3,1,1089,1.025953,West
5/18/2009,2009,Waterbury,53480,235000,Three Family,Triplex,6,5,2176,1.025953,East
5/21/2009,2009,Waterbury,71190,209000,Three Family,Triplex,6,6,1838,1.025953,South
5/21/2009,2009,Greenwich,2037350,2000000,Single Family,Detached House,3,2,956,1.025953,East
5/22/2009,2009,Fairfield,212940,290000,Single Family,Detached House,3,1,1032,1.025953,North
5/23/2009,2009,Unknown,68880,172000,Single Family,Detached House,3,2,991,1.025953,East
5/23/2009,2009,Unknown,80290,180000,Single Family,Detached House,3,3,1076,1.025953,North
5/23/2009,2009,Waterbury,142870,329000,Single Family,Detached House,3,2,1020,1.025953,South
5/23/2009,2009,Fairfield,445830,630000,Single Family,Detached House,3,3,960,1.025953,South
5/23/2009,2009,Greenwich,8272180,18500000,Single Family,Detached House,3,3,935,1.025953,East
5/24/2009,2009,Norwalk,286226,679000,Single Family,Detached House,3,1,925,1.025953,North
5/24/2009,2009,Fairfield,273980,421000,Single Family,Detached House,3,1,984,1.025953,West
5/24/2009,2009,Bridgeport,123130,199000,Single Family,Duplex,4,2,1227,1.025953,West
5/24/2009,2009,Greenwich,1605940,1379130,Single Family,Detached House,3,3,982,1.025953,North
5/24/2009,2009,Greenwich,528640,895000,Single Family,Detached House,3,3,1082,1.025953,North
5/25/2009,2009,Waterbury,104860,191250,Single Family,Detached House,3,3,1086,1.025953,South
5/29/2009,2009,Bridgeport,108710,78833,Single Family,Detached House,3,1,1081,1.025953,West
5/29/2009,2009,Fairfield,631680,800000,Single Family,Detached House,3,3,1088,1.025953,West
5/29/2009,2009,Bridgeport,444584.207,252000,Single Family,Detached House,3,2,1080,1.025953,North
5/29/2009,2009,Fairfield,366310,507500,Single Family,Detached House,3,2,963,1.025953,West
5/29/2009,2009,Greenwich,1308580,1699000,Single Family,Detached House,3,3,1067,1.025953,West
5/30/2009,2009,Norwalk,310800,635000,Single Family,Detached House,3,1,923,1.025953,South
5/31/2009,2009,Greenwich,1577240,2400000,Single Family,Detached House,3,3,1111.658981,1.025953,West
5/31/2009,2009,Fairfield,594160,950000,Single Family,Detached House,3,2,1111.658981,1.025953,South
5/31/2009,2009,Bridgeport,143430,335000,Single Family,Detached House,3,3,906,1.025953,East
6/1/2009,2009,Bridgeport,114170,197500,Single Family,Detached House,3,3,1098,1.025953,West
6/1/2009,2009,Unknown,66850,187900,Single Family,Duplex,4,4,1441,1.025953,North
6/1/2009,2009,Waterbury,82250,175000,Single Family,Detached House,3,3,1034,1.025953,South
6/1/2009,2009,Greenwich,722050,2175000,Single Family,Detached House,3,3,905,1.025953,North
6/4/2009,2009,Greenwich,1455300,2200000,Single Family,Detached House,3,2,1061,1.025953,West
6/4/2009,2009,Bridgeport,444584.207,315000,Single Family,Detached House,3,1,1081,1.025953,North
6/4/2009,2009,Bridgeport,156730,355000,Two Family,Duplex,4,4,1372,1.025953,East
6/4/2009,2009,Waterbury,118930,212000,Single Family,Detached House,3,3,1032,1.025953,North
6/5/2009,2009,Bridgeport,146160,345000,Single Family,Duplex,4,4,1226,1.025953,South
6/5/2009,2009,Norwalk,251370,422500,Single Family,Detached House,3,3,1076,1.025953,South
6/5/2009,2009,Norwalk,547260,825000,Single Family,Detached House,3,1,1090,1.025953,North
6/5/2009,2009,Fairfield,912660,1500000,Single Family,Detached House,3,1,1111.658981,1.025953,East
6/5/2009,2009,Bridgeport,202121,415000,Single Family,Duplex,4,4,1220,1.025953,South
6/6/2009,2009,Waterbury,52720,190000,Single Family,Fourplex,8,7,2636,1.025953,South
6/6/2009,2009,Norwalk,317520,580000,Single Family,Detached House,3,3,1072,1.025953,North
6/6/2009,2009,Bridgeport,139090,288400,Single Family,Detached House,3,3,1022,1.025953,West
6/7/2009,2009,Fairfield,444584.207,380000,Single Family,Detached House,3,2,1111.658981,1.025953,East
6/7/2009,2009,Greenwich,1480990,3399000,Single Family,Detached House,3,3,1073,1.025953,North
6/7/2009,2009,Unknown,1030610,1100000,Single Family,Detached House,3,2,914,1.025953,West
6/8/2009,2009,Fairfield,312060,385000,Single Family,Detached House,3,3,996,1.025953,North
6/8/2009,2009,Unknown,639100,1650000,Single Family,Detached House,3,3,955,1.025953,West
6/8/2009,2009,Waterbury,62160,112000,Single Family,Detached House,3,2,1062,1.025953,South
6/8/2009,2009,Unknown,163520,180500,Two Family,Duplex,4,4,1111.658981,1.025953,South
6/11/2009,2009,Fairfield,341530,497500,Single Family,Detached House,3,3,1078,1.025953,North
6/11/2009,2009,Unknown,123270,260000,Single Family,Detached House,3,2,914,1.025953,West
6/11/2009,2009,Bridgeport,119490,268000,Single Family,Detached House,3,2,904,1.025953,South
6/11/2009,2009,Fairfield,430850,1475000,Single Family,Detached House,3,1,1069,1.025953,West
6/11/2009,2009,Greenwich,1559320,2400000,Single Family,Detached House,3,3,942,1.025953,South
6/12/2009,2009,Bridgeport,110110,229900,Single Family,Detached House,3,1,928,1.025953,North
6/12/2009,2009,Bridgeport,171472,380000,Single Family,Detached House,3,2,1111.658981,1.025953,West
6/13/2009,2009,Bridgeport,444584.207,399000,Two Family,Duplex,4,2,1384,1.025953,South
6/13/2009,2009,Unknown,179756,500000,Single Family,Detached House,3,3,922,1.025953,North
6/14/2009,2009,Greenwich,1903440,3550000,Single Family,Detached House,3,3,1061,1.025953,East
6/14/2009,2009,Norwalk,362040,910000,Single Family,Detached House,3,2,936,1.025953,East
6/14/2009,2009,Waterbury,54880,185000,Three Family,Triplex,6,6,2148,1.025953,West
6/15/2009,2009,Bridgeport,176890,374500,Single Family,Detached House,3,2,1046,1.025953,South
6/15/2009,2009,Unknown,444584.207,6195000,Single Family,Detached House,3,2,1004,1.025953,West
6/15/2009,2009,Waterbury,86170,185000,Single Family,Detached House,3,2,1014,1.025953,North
6/15/2009,2009,Norwalk,276570,500000,Single Family,Duplex,4,2,1301,1.025953,South
6/15/2009,2009,Greenwich,795900,1471300,Single Family,Detached House,3,1,988,1.025953,South
6/15/2009,2009,Norwalk,220080,466598,Single Family,Detached House,3,2,1053,1.025953,West
6/15/2009,2009,Bridgeport,153930,331055,Two Family,Duplex,4,4,1303,1.025953,South
6/15/2009,2009,Bridgeport,444584.207,299000,Single Family,Detached House,3,3,1081,1.025953,East
6/18/2009,2009,Waterbury,81900,234900,Single Family,Detached House,3,2,906,1.025953,West
6/18/2009,2009,Norwalk,262220,120000,Two Family,Duplex,4,2,1413,1.025953,South
6/18/2009,2009,Bridgeport,95970,242000,Single Family,Detached House,3,1,996,1.025953,East
6/18/2009,2009,Fairfield,343000,514000,Single Family,Detached House,3,1,1082,1.025953,East
6/18/2009,2009,Fairfield,350770,461000,Single Family,Detached House,3,1,1052,1.025953,South
6/18/2009,2009,Greenwich,1376410,1450000,Single Family,Detached House,3,1,1111.658981,1.025953,East
6/18/2009,2009,Waterbury,9100,93333,Single Family,Detached House,3,1,1082,1.025953,North
6/19/2009,2009,Bridgeport,72660,197000,Single Family,Detached House,3,2,1051,1.025953,North
6/19/2009,2009,Unknown,595980,990000,Single Family,Detached House,3,1,1056,1.025953,North
6/19/2009,2009,Norwalk,417200,625000,Single Family,Detached House,3,1,1006,1.025953,East
6/19/2009,2009,Bridgeport,121241,135000,Single Family,Detached House,3,1,974,1.025953,South
6/19/2009,2009,Bridgeport,108500,208000,Single Family,Detached House,3,2,936,1.025953,North
6/20/2009,2009,Greenwich,1274560,2000000,Single Family,Detached House,3,2,1000,1.025953,South
6/21/2009,2009,Fairfield,416080,675000,Single Family,Detached House,3,3,1060,1.025953,East
6/22/2009,2009,Bridgeport,117321,40000,Single Family,Detached House,3,2,1074,1.025953,East
6/22/2009,2009,Fairfield,382620,565000,Single Family,Detached House,3,2,971,1.025953,East
6/22/2009,2009,Waterbury,63010,159000,Single Family,Detached House,3,1,999,1.025953,West
6/22/2009,2009,Fairfield,444584.207,3300000,Single Family,Detached House,3,2,1005,1.025953,South
6/22/2009,2009,Waterbury,444584.207,220000,Single Family,Detached House,3,3,1060,1.025953,North
6/25/2009,2009,Fairfield,708190,1150000,Single Family,Detached House,3,1,996,1.025953,North
6/25/2009,2009,Waterbury,85050,220000,Single Family,Detached House,3,1,1014,1.025953,West
6/25/2009,2009,Fairfield,444584.207,570000,Single Family,Detached House,3,2,944,1.025953,East
6/25/2009,2009,Bridgeport,111860,260000,Single Family,Detached House,3,2,984,1.025953,East
6/25/2009,2009,Greenwich,21119910,25750000,Single Family,Detached House,3,2,929,1.025953,East
6/25/2009,2009,Unknown,2079490,3395000,Single Family,Detached House,3,3,1026,1.025953,South
6/25/2009,2009,Waterbury,105910,243000,Single Family,Detached House,3,2,1013,1.025953,East
6/25/2009,2009,Greenwich,1076740,1540000,Single Family,Detached House,3,3,913,1.025953,North
6/25/2009,2009,Fairfield,513730,810000,Single Family,Detached House,3,3,906,1.025953,South
6/26/2009,2009,Norwalk,444584.207,570000,Two Family,Duplex,4,4,1367,1.025953,West
6/26/2009,2009,Bridgeport,157501,334000,Single Family,Detached House,3,1,978,1.025953,South
6/26/2009,2009,Norwalk,567000,1500000,Single Family,Detached House,3,3,955,1.025953,East
6/26/2009,2009,Norwalk,293580,625000,Single Family,Detached House,3,3,1018,1.025953,South
6/26/2009,2009,Bridgeport,135590,304000,Single Family,Duplex,4,3,1419,1.025953,North
6/27/2009,2009,Waterbury,36330,143000,Two Family,Duplex,4,3,1399,1.025953,East
6/27/2009,2009,Greenwich,374500,500000,Single Family,Detached House,3,3,1042,1.025953,North
6/27/2009,2009,Norwalk,230370,445000,Single Family,Detached House,3,1,1075,1.025953,South
6/27/2009,2009,Fairfield,762510,1295000,Single Family,Detached House,3,1,1059,1.025953,West
6/27/2009,2009,Unknown,444584.207,100000,Single Family,Detached House,3,3,1010,1.025953,East
6/27/2009,2009,Norwalk,226940,422500,Single Family,Detached House,3,1,1111.658981,1.025953,East
6/28/2009,2009,Fairfield,1052590,1100000,Single Family,Detached House,3,1,936,1.025953,West
6/28/2009,2009,Bridgeport,124601,250000,Single Family,Detached House,3,3,1038,1.025953,East
6/28/2009,2009,Bridgeport,110110,150000,Single Family,Detached House,3,3,1074,1.025953,North
6/28/2009,2009,Fairfield,581630,695000,Single Family,Detached House,3,1,988,1.025953,West
6/28/2009,2009,Fairfield,386400,569000,Single Family,Detached House,3,1,928,1.025953,South
6/28/2009,2009,Unknown,539560,1000000,Single Family,Detached House,3,1,932,1.025953,East
6/28/2009,2009,Norwalk,444584.207,605000,Single Family,Detached House,3,1,945,1.025953,East
6/29/2009,2009,Greenwich,538020,1195000,Single Family,Detached House,3,3,1059,1.025953,West
6/29/2009,2009,Waterbury,444584.207,158000,Single Family,Detached House,3,3,1003,1.025953,East
6/29/2009,2009,Bridgeport,107450,190000,Two Family,Duplex,4,2,1374,1.025953,West
6/29/2009,2009,Norwalk,444584.207,2095000,Single Family,Detached House,3,3,1057,1.025953,East
6/29/2009,2009,Waterbury,55090,155000,Single Family,Detached House,3,1,1069,1.025953,North
7/2/2009,2009,Fairfield,394940,655000,Single Family,Detached House,3,1,1004,1.025953,East
7/2/2009,2009,Norwalk,303940,670000,Single Family,Detached House,3,2,1044,1.025953,South
7/2/2009,2009,Greenwich,1211770,1830000,Three Family,Triplex,6,6,1111.658981,1.025953,South
7/2/2009,2009,Greenwich,2381820,3505000,Single Family,Detached House,3,1,1111.658981,1.025953,East
7/2/2009,2009,Fairfield,829710,1236000,Single Family,Detached House,3,2,914,1.025953,South
7/2/2009,2009,Norwalk,574070,1022500,Single Family,Detached House,3,1,1111.658981,1.025953,South
7/3/2009,2009,Norwalk,444584.207,560000,Single Family,Detached House,3,1,978,1.025953,East
7/3/2009,2009,Bridgeport,417904,222000,Single Family,Triplex,6,5,2150,1.025953,West
7/3/2009,2009,Fairfield,444584.207,742500,Single Family,Detached House,3,1,1076,1.025953,South
7/3/2009,2009,Norwalk,409010,733000,Single Family,Detached House,3,2,1111.658981,1.025953,East
7/3/2009,2009,Waterbury,66150,140000,Single Family,Detached House,3,2,998,1.025953,North
7/3/2009,2009,Fairfield,342930,445000,Single Family,Detached House,3,1,1068,1.025953,East
7/3/2009,2009,Norwalk,238770,410000,Single Family,Detached House,3,3,1051,1.025953,West
7/5/2009,2009,Bridgeport,109550,230000,Single Family,Detached House,3,2,1009,1.025953,North
7/5/2009,2009,Greenwich,607320,1400000,Single Family,Detached House,3,3,1028,1.025953,West
7/6/2009,2009,Fairfield,1365140,2650000,Single Family,Detached House,3,2,1060,1.025953,West
7/6/2009,2009,Fairfield,387800,503500,Single Family,Detached House,3,3,1091,1.025953,North
7/6/2009,2009,Waterbury,60690,105000,Three Family,Triplex,6,6,1891,1.025953,West
7/6/2009,2009,Fairfield,278250,1668900,Single Family,Detached House,3,3,953,1.025953,East
7/6/2009,2009,Norwalk,444584.207,285000,Single Family,Detached House,3,1,907,1.025953,East
7/9/2009,2009,Greenwich,3850000,7400000,Single Family,Detached House,3,3,1006,1.025953,South
7/10/2009,2009,Bridgeport,126910,335000,Two Family,Duplex,4,4,1111.658981,1.025953,West
7/10/2009,2009,Waterbury,72730,189900,Two Family,Duplex,4,3,1242,1.025953,South
7/10/2009,2009,Fairfield,396620,575000,Single Family,Detached House,3,1,946,1.025953,South
7/11/2009,2009,Norwalk,313810,605000,Single Family,Detached House,3,1,1068,1.025953,South
7/11/2009,2009,Waterbury,60690,183900,Single Family,Duplex,4,2,1111.658981,1.025953,South
7/11/2009,2009,Greenwich,2120720,3250000,Single Family,Detached House,3,2,1022,1.025953,East
7/11/2009,2009,Greenwich,444584.207,2075000,Single Family,Detached House,3,2,971,1.025953,East
7/11/2009,2009,Norwalk,226100,505000,Single Family,Detached House,3,3,986,1.025953,South
7/11/2009,2009,Unknown,2097270,3150000,Single Family,Detached House,3,3,1055,1.025953,East
7/11/2009,2009,Norwalk,266140,433000,Single Family,Detached House,3,1,940,1.025953,West
7/11/2009,2009,Waterbury,65380,181000,Three Family,Triplex,6,4,2006,1.025953,East
7/12/2009,2009,Bridgeport,106471,234600,Single Family,Detached House,3,2,1111.658981,1.025953,West
7/12/2009,2009,Unknown,60410,80100,Single Family,Detached House,3,2,941,1.025953,East
